fnr_boot_lo,fnr_boot_hi,lam,lam_index,feasible,controlled_risk,region_fnr,marked_area_fraction,fp_components_per_image,n_test_images,n_test_components,monitor_ks,monitor_flag,fnr_stratum0,fnr_stratum1,fnr_stratum2,weight_ess,weight_p_test,seed,class_name,alpha,rho,method,model,scheme,n_cal_images
,,1.0,1000,False,0.0,0.0,1.0,0.864,34,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.864,34,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.864,34,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.864,34,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.864,34,84,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,2,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.396,151,377,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.396,151,377,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.396,151,377,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.396,151,377,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.396,151,377,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.396,151,377,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,3,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,26,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,26,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,26,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,26,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,26,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.924,19,26,0.0,False,0.0,0.0,0.0,68.00000309944154,0.8547008512174946,3,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,68
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,96,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,96,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,96,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,96,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,96,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,96,0.0,False,0.0,0.0,0.0,86.00006937982239,0.8230452125778174,3,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,86
,,1.0,1000,False,0.0,0.0,1.0,0.38,155,403,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,4,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.38,155,403,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,4,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.38,155,403,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,4,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.38,155,403,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,4,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.38,155,403,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,4,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.38,155,403,0.0,False,0.0,0.0,0.0,101.00006580353886,0.7984031419397936,4,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,101
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,18,0.0,False,0.0,0.0,,61.99999570846567,0.8658008693752902,4,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,18,0.0,False,0.0,0.0,,61.99999570846567,0.8658008693752902,4,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,18,0.0,False,0.0,0.0,,61.99999570846567,0.8658008693752902,4,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,18,0.0,False,0.0,0.0,,61.99999570846567,0.8658008693752902,4,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,18,0.0,False,0.0,0.0,,61.99999570846567,0.8658008693752902,4,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.944,14,18,0.0,False,0.0,0.0,,61.99999570846567,0.8658008693752902,4,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,62
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,91,0.0,False,0.0,0.0,0.0,83.00004363060616,0.8281573139225011,4,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,91,0.0,False,0.0,0.0,0.0,83.00004363060616,0.8281573139225011,4,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,91,0.0,False,0.0,0.0,0.0,83.00004363060616,0.8281573139225011,4,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,91,0.0,False,0.0,0.0,0.0,83.00004363060616,0.8281573139225011,4,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,91,0.0,False,0.0,0.0,0.0,83.00004363060616,0.8281573139225011,4,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,91,0.0,False,0.0,0.0,0.0,83.00004363060616,0.8281573139225011,4,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,83
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,356,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,356,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,356,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,356,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,356,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.428,143,356,0.0,False,0.0,0.0,0.0,99.00005459786358,0.8016031665808073,5,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,99
,,1.0,1000,False,0.0,0.0,1.0,0.904,24,30,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.904,24,30,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.904,24,30,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.904,24,30,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.904,24,30,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.904,24,30,0.0,False,0.0,0.0,0.0,70.00000119209291,0.851063829787234,5,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,70
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,93,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,93,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,93,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,93,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,93,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.82,45,93,0.0,False,0.0,0.0,0.0,87.00007796289538,0.8213551750192962,5,bicycle,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,87
,,1.0,1000,False,0.0,0.0,1.0,0.392,152,377,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.392,152,377,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.392,152,377,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.392,152,377,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.392,152,377,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.392,152,377,0.0,False,0.0,0.0,0.0,98.00004601479216,0.8032128175661133,6,person,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,98
,,1.0,1000,False,0.0,0.0,1.0,0.912,22,28,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.912,22,28,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.912,22,28,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.912,22,28,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.05,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.912,22,28,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.1,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.912,22,28,0.0,False,0.0,0.0,0.0,57.99999952316294,0.8733624417777147,6,rider,0.2,0.5,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,58
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,81,0.0,False,0.0,0.0,0.0,74.0000104904178,0.8438818463528889,6,bicycle,0.05,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,74
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,81,0.0,False,0.0,0.0,0.0,74.0000104904178,0.8438818463528889,6,bicycle,0.1,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,74
,,1.0,1000,False,0.0,0.0,1.0,0.84,40,81,0.0,False,0.0,0.0,0.0,74.0000104904178,0.8438818463528889,6,bicycle,0.2,0.1,weighted_crc,segformer_b2_cityscapes,cityscapes_val_half,74
