model,scheme,seed,alpha,rho,union_area,class_mean_area,max_class_area,sum_class_area,area__person,area__rider,area__bicycle,lam__person,lam__rider,lam__bicycle,degenerate
segformer_b5_cityscapes,cityscapes_val_half,10,0.2,0.5,0.03449986648559571,0.014048777898152669,0.02114522361755371,0.042146333694458006,0.02114522361755371,0.007341672897338867,0.01365943717956543,0.9773013514811618,0.9983095590683568,0.9910050241846996,False
segformer_b5_cityscapes,cityscapes_val_half,11,0.2,0.5,0.03574959564208984,0.014838364283243815,0.02218171501159668,0.044515092849731444,0.02218171501159668,0.008886602401733399,0.013446775436401368,0.9746487136950208,0.999187169483836,0.989528714519491,False
segformer_b5_cityscapes,cityscapes_val_half,12,0.2,0.5,0.032385986328125,0.013232715606689455,0.020241836547851562,0.03969814682006836,0.020241836547851562,0.00777398681640625,0.011682323455810547,0.97666541937719,0.9987697312291876,0.9815498458082051,False
segformer_b5_cityscapes,cityscapes_val_half,13,0.2,0.5,0.03609526634216308,0.014305540720621743,0.025012441635131836,0.04291662216186523,0.025012441635131836,0.005859836578369141,0.012044343948364258,0.9805015540024196,0.996073550646004,0.9830175634753826,False
segformer_b5_cityscapes,cityscapes_val_half,14,0.2,0.5,0.036778356552124025,0.014934099833170573,0.02285980987548828,0.04480229949951172,0.02285980987548828,0.007756681442260742,0.014185808181762695,0.984794524702675,0.9981634616566516,0.9872942589479146,False
segformer_b5_cityscapes,cityscapes_val_half,15,0.2,0.5,0.03387523651123047,0.01380437405904134,0.022859718322753905,0.04141312217712402,0.022859718322753905,0.0074371700286865235,0.011116233825683594,0.9860041267742738,0.9983095590683568,0.9807690827108984,False
segformer_b5_cityscapes,cityscapes_val_half,16,0.2,0.5,0.033450525283813475,0.013394894282023112,0.022046211242675782,0.04018468284606934,0.022046211242675782,0.005812997817993164,0.01232547378540039,0.9782229022764684,0.997740564229779,0.9867565846480534,False
segformer_b5_cityscapes,cityscapes_val_half,17,0.2,0.5,0.029186634063720702,0.011822920481363934,0.01828305435180664,0.03546876144409179,0.01828305435180664,0.0066663303375244145,0.010519376754760742,0.9746487136950208,0.9989431824907864,0.9834803820177098,False
segformer_b5_cityscapes,cityscapes_val_half,18,0.2,0.5,0.03729147529602051,0.01553869374593099,0.02376404571533203,0.04661608123779297,0.02376404571533203,0.008660083770751953,0.014191951751708985,0.9815498458082051,0.9989576825706068,0.9913702145223304,False
segformer_b5_cityscapes,cityscapes_val_half,19,0.2,0.5,0.03645902633666992,0.014813469568888347,0.02283303642272949,0.04444040870666504,0.02283303642272949,0.007842741012573241,0.013764631271362305,0.9818029914139002,0.998355628276785,0.9863855531753404,False
segformer_b5_cityscapes,cityscapes_val_half,20,0.2,0.5,0.03739036750793457,0.015388718287150065,0.02282018852233887,0.0461661548614502,0.02282018852233887,0.00869572639465332,0.014650239944458007,0.9815498458082051,0.9984440343683948,0.9890855966355124,False
segformer_b5_cityscapes,cityscapes_val_half,21,0.2,0.5,0.033513223648071286,0.013977609634399415,0.019918859481811522,0.041932828903198244,0.019918859481811522,0.008424274444580078,0.01358969497680664,0.9742960421723114,0.9990272527762232,0.9898140861194588,False
segformer_b5_cityscapes,cityscapes_val_half,22,0.2,0.5,0.0337067928314209,0.013845472971598306,0.020322622299194334,0.04153641891479492,0.020322622299194334,0.007738996505737305,0.013474800109863282,0.9815498458082051,0.9978913718500668,0.9822989104168258,False
segformer_b5_cityscapes,cityscapes_val_half,23,0.2,0.5,0.03543012237548828,0.014342560450236,0.023445257186889647,0.043027681350708,0.023445257186889647,0.007415102005004883,0.012167322158813476,0.9793937008673,0.9987697312291876,0.9861961573539711,False
segformer_b5_cityscapes,cityscapes_val_half,24,0.2,0.5,0.03246179008483887,0.013414894739786784,0.01832557678222656,0.04024468421936035,0.01832557678222656,0.007929464340209962,0.013989643096923828,0.9763408030251424,0.9984864387515638,0.9858094247831092,False
